param,value,win_rate_vs_base,return_variance,sample_efficiency_slope,n_episodes,train_updates,out_dir
lr,0.00031622776601683794,0.17,131.50662921530454,0.041385633909421723,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.000316228
lr,0.00031622776601683794,0.19,131.50662921530454,0.041385633909421723,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.000316228
lr,0.001,0.22,93.91035754824101,0.02678893298167633,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.001
lr,0.001,0.17,93.91035754824101,0.02678893298167633,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.001
lr,1e-05,0.25,63.94323524265983,0.0177445699585715,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_1e-05
lr,3.1622776601683795e-05,0.32,57.61924313867655,0.010792479864051388,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_3.16228e-05
lr,0.0001,0.6,82.76098398053105,0.027620394180880397,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.0001
lr,0.00031622776601683794,0.19,131.50662921530454,0.041385633909421723,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.000316228
lr,0.001,0.17,93.91035754824101,0.02678893298167633,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.001
lr,1e-05,0.25,63.94323524265983,0.0177445699585715,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_1e-05
lr,3.1622776601683795e-05,0.32,57.61924313867655,0.010792479864051388,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_3.16228e-05
lr,0.0001,0.6,82.76098398053105,0.027620394180880397,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.0001
lr,0.00031622776601683794,0.19,131.50662921530454,0.041385633909421723,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.000316228
lr,0.001,0.17,93.91035754824101,0.02678893298167633,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.001
lr,1e-05,0.25,63.94323524265983,0.0177445699585715,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_1e-05
lr,3.1622776601683795e-05,0.32,57.61924313867655,0.010792479864051388,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_3.16228e-05
lr,0.0001,0.6,82.76098398053105,0.027620394180880397,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.0001
lr,0.00031622776601683794,0.19,131.50662921530454,0.041385633909421723,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.000316228
lr,0.001,0.17,93.91035754824101,0.02678893298167633,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.001
lr,1e-05,0.25,63.94323524265983,0.0177445699585715,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_1e-05
lr,3.1622776601683795e-05,0.32,57.61924313867655,0.010792479864051388,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_3.16228e-05
lr,0.0001,0.6,82.76098398053105,0.027620394180880397,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.0001
lr,0.00031622776601683794,0.19,131.50662921530454,0.041385633909421723,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.000316228
lr,0.001,0.17,93.91035754824101,0.02678893298167633,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/lr/value_0.001
batch,32,0.15,79.81539876279486,0.02066084945348103,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_32
batch,64,0.28,60.06784503933914,0.011354542762083137,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_64
batch,128,0.34,63.89223840201675,0.01879386465010796,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_128
batch,128,0.34,63.89223840201675,0.01879386465010796,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_128
batch,256,0.54,38.45890698283434,0.015752313846424608,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_256
batch,32,0.15,79.81539876279486,0.02066084945348103,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_32
batch,64,0.28,60.06784503933914,0.011354542762083137,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_64
batch,128,0.34,63.89223840201675,0.01879386465010796,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_128
batch,128,0.34,63.89223840201675,0.01879386465010796,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_128
batch,256,0.54,38.45890698283434,0.015752313846424608,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/batch/value_256
optim_steps,1,0.3,60.06784503933914,0.011354542762083137,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/optim_steps/value_1
optim_steps,2,0.61,44.71011175292016,0.014098879831601999,500,994,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/optim_steps/value_2
optim_steps,3,0.71,43.630943012424616,0.01307023098439529,500,1491,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/optim_steps/value_3
optim_steps,4,0.51,45.352675634019924,0.014882541460145988,500,1988,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/optim_steps/value_4
optim_steps,5,0.53,49.61985281425112,0.008623217565405917,500,2485,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/optim_steps/value_5
eps_anneal_steps,9600,0.16,98.51992267714137,0.03565907063131286,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/eps_anneal_steps/value_9600
eps_anneal_steps,12000,0.52,102.70234376375015,0.019163066867605622,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/eps_anneal_steps/value_12000
eps_anneal_steps,14400,0.13,105.26163664040901,0.024067641193079893,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/eps_anneal_steps/value_14400
eps_anneal_steps,16800,0.31,114.46182903556878,0.020461825276899052,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/eps_anneal_steps/value_16800
eps_anneal_steps,19200,0.12,82.56694878033008,0.02056746570003283,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/eps_anneal_steps/value_19200
eps_anneal_steps,9600,0.16,98.51992267714137,0.03565907063131286,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/eps_anneal_steps/value_9600
eps_anneal_steps,12000,0.52,102.70234376375015,0.019163066867605622,500,497,/Users/feng/Desktop/不带斩杀环境的敏感性分析/oat_random_sensitivity/by_param/eps_anneal_steps/value_12000
